# The authoritative patch set. Single source of truth.
#
# apply-patches.py applies these to a staged rootfs when building an image, and
# verify-panel.sh checks the same table against the running panel. Anything that
# needs to know what is patched reads THIS file, so the two cannot drift.
#
# That drift is not hypothetical: TUXEDO-FIX-STATUS.md spent a release claiming
# /Config and the 6800 listener were outstanding after both had shipped, because
# nothing mechanical contradicted the prose.
#
# OFFSETS ARE FILE OFFSETS, NOT VIRTUAL ADDRESSES. For Barracuda's .text the two
# differ by 0x8000 (VA 0x3b3b4 is file 0x333b4). Using a VA reads the wrong four
# bytes.
#
# ⚠ THE DELTA IS NOT THE SAME FOR EVERY SECTION. `.data` is in the second LOAD
# and differs by 0x10000, not 0x8000 -- P14-detach-block at VA 0x55a85c is file
# 0x54a85c. Applying the .text delta there lands 0x8000 short, inside .rodata,
# and would corrupt an unrelated 36 bytes. Resolve offsets through the section
# headers rather than by subtracting a constant; the P14 rows were generated
# that way rather than transcribed, for exactly this reason.
#
# COMPLETE as of 2026-09-08, and this was EXECUTED, not asserted. A copy of the
# genuine stock tree at /work/extracted/root_stock was patched with every row:
# "284 sites: 0 already patched, 284 applied, 0 needing attention", and the
# results matched byte-exactly. Re-run it any time; see below.
#
#   Barracuda  324209e1fdfe2d61925a1bb4a7115452 -> 0066ad95d1a3a4b25e70e5ba24a1c3f3
#   tuxedo     6f8055f5cadba9d0b1582297606427a8 -> 98370c310e709ba565abfce8ea0a3e17
#   supervis   04386af2971fc29b63bd6f7a87f2b9e2 -> 6caac69eb46fb78447bcd3032078fa44
#
# The Barracuda target moved ten times on 2026-09-08. Written out because a
# stale md5 here is the file's most misleading possible defect -- it is the line
# anyone checks first:
#
#   c8971027   v12, 11 rows
#   55448f05   + the two P13 push-auth rows
#   3463efcc   + the seven P14 thread-detach rows
#   a84c220a   + the P15 HTTP heap-leak rows (114)
#   ab630511   + the six IPC-path rows            (165)
#   13f33352   + the 43 strip-result rows         (217)
#   62ee361c   + the getEScenes rows              (228)
#   5cdbb3f3   + the validatePageName tree row  (236)
#   07987132   + the tokenkey as_string row     (246)
#   0066ad95   + the editSceneDetails rows      (264)  <- what the panel runs
#
# ⚠ THIS HEADER WENT STALE TWICE, AND THE SECOND TIME WAS A SYNC, NOT AN EDIT.
# /work/fwcheck/patches.tsv on the build VM kept an older header ("134 sites",
# "-> a84c220a") while this file had the corrected one. Regenerating the P15 rows
# on the VM and copying the whole file back would have silently reverted the
# header. Rebuild as: take THIS file's header, replace only the P15- rows, and
# push the result back to BOTH /work/fwcheck and /work/v13 so they stop
# diverging. Check `grep -c '^P15' ` and the md5 chain on both copies afterwards.
#
# ⚠ THIS HEADER WAS STALE ONCE ALREADY. When the P15 rows landed it still read
# "20 sites" and "-> 3463efcc", so the table's headline contradicted the table.
# Update the count and the chain in the same commit that adds rows; the row
# count is mechanically checked by ci/checks.sh, the md5 chain is not.
#
# ⚠ THE P14 ROWS WERE ADDED AFTER THE FACT AND THAT IS THE HAZARD THIS FILE
# EXISTS TO PREVENT. The thread-leak fix was applied straight to the live panel
# over SSH on 2026-09-08 and was absent here for about an hour. In that window a
# rebuild would have silently reverted it -- an image build stages a fresh tree
# and applies THIS table -- and `verify-panel.sh` reported "panel matches
# expectations, rc=0", because it iterates the rows and an offset absent from
# the table is never read. The panel was ahead of the table and the one
# mechanical check that should have caught it was structurally unable to.
# Anything applied to the panel by hand belongs here in the same action.
#
# Re-run it on the build VM (stock tree at /work/extracted/root_stock):
#   python3 apply-patches.py --apply --root <copy-of-stock-tree> --table patches.tsv
#   md5sum <tree>/opt/webserver/Barracuda <tree>/tuxedo <tree>/supervis
#
# It was NOT complete before. The three P1a/P1b/P1c rows below were written by
# hand years before this table existed and were unrecorded, so the 4-byte P1/P2
# rows described only the branch INTO the lockout stub, not the stub itself:
#
# 119 bytes across 16 runs were missing:
#
#   VA 0x13a68, 0x13a7c   two bl sites NOP'd to 00 00 a0 e1   (8 bytes)
#   VA 0x15074-0x150ef    resetLoginFailureCount replaced by a hand-written
#                         lockout stub                        (~124 bytes)
#
# Those belong to P1/P2 and were written by hand before this table existed, so
# the 4-byte rows for P1 and P2 record only the branch INTO the stub, not the
# stub itself.
#
# Until they were recorded, build-image.sh reproduced v12 only because it starts
# from the v11 payload that already contained them; it could not have rebuilt v12
# from stock. It can now.
#
# name<TAB>binary<TAB>file_offset<TAB>stock<TAB>patched<TAB>description
#   LEAK 19      43 sites, one shared stub. EVERY json_strip_white_space call in
#                the image is immediately followed by bl json_parse_unformatted,
#                whose return value overwrites the only pointer to the stripped
#                copy. Safe at every site without per-site analysis because the
#                two calls are adjacent everywhere and the parse takes
#                std::string const&, so the tree holds copies.
#
# Measured under emulation, each with a negative control reading 0.0 in the same
# session: API 1488 -> 0 B/request, /tuxedoapi.html 7537 -> 0,
# /scene_configuration.html 727 -> 0, /groups.html 704 -> 0,
# /devicelist.html 213 -> 0, IPC 10880 -> 0 B/message.
#
# Still open, deliberately, so they are not assumed closed: /GetSceneList leaks
# ~780 B/request (drivable, handler not yet attributed); six scene/camera
# functions abandon their parsed tree (latent, not on the periodic path); and
# /zwavedevicelist.html wedges the webserver under ~200 requests, which is
# pre-existing and reproduces on the unpatched build. See leakfix/README.md.
#
# The cave rows are stubs placed in verified-dead functions (0 b/bl callers AND
# every image reference in the symtab tail).
P15-leakfix-cave-64e9c	/opt/webserver/Barracuda	0x5ce9c	0830b0e5	0e402de9	push {r1, r2, r3, lr}
P15-leakfix-cave-64ea0	/opt/webserver/Barracuda	0x5cea0	000053e1	0700a0e1	mov  r0, r7
P15-leakfix-cave-64ea4	/opt/webserver/Barracuda	0x5cea4	0020a0e3	db9afeeb	bl   json_delete
P15-leakfix-cave-64ea8	/opt/webserver/Barracuda	0x5cea8	0100000a	0e40bde8	pop  {r1, r2, r3, lr}
P15-leakfix-cave-64eac	/opt/webserver/Barracuda	0x5ceac	020053e1	087093e5	ldr  r7, [r3, #8]
P15-leakfix-cave-64eb0	/opt/webserver/Barracuda	0x5ceb0	0c204312	7510ffea	b    0x2908c
P15-leakfix-cave-64eb4	/opt/webserver/Barracuda	0x5ceb4	0200a0e1	02402de9	push {r1, lr}
P15-leakfix-cave-64eb8	/opt/webserver/Barracuda	0x5ceb8	1eff2fe1	34001be5	ldr  r0, [fp, #-52]
P15-leakfix-cave-64ebc	/opt/webserver/Barracuda	0x5cebc	0c3091e5	a39cfeeb	bl   free
P15-leakfix-cave-64ec0	/opt/webserver/Barracuda	0x5cec0	080080e2	0240bde8	pop  {r1, lr}
P15-leakfix-cave-64ec4	/opt/webserver/Barracuda	0x5cec4	000053e1	0600a0e1	mov  r0, r6
P15-leakfix-cave-64ec8	/opt/webserver/Barracuda	0x5cec8	0000a0e3	35e8feea	b    0x1efa4
P15-leakfix-cave-64e50	/opt/webserver/Barracuda	0x5ce50	1c2090e5	0400a0e1	mov  r0, r4
P15-leakfix-cave-64e54	/opt/webserver/Barracuda	0x5ce54	2c309fe5	000050e3	cmp  r0, #0
P15-leakfix-cave-64e58	/opt/webserver/Barracuda	0x5ce58	030052e1	ee9afe1b	blne json_delete
P15-leakfix-cave-64e5c	/opt/webserver/Barracuda	0x5ce5c	0200a0e3	a08bffea	b    0x47ce4
P15-leakfix-cave-64e60	/opt/webserver/Barracuda	0x5ce60	1eff2f01	0600a0e1	mov  r0, r6
P15-leakfix-cave-64e64	/opt/webserver/Barracuda	0x5ce64	20309fe5	000050e3	cmp  r0, #0
P15-leakfix-cave-64e68	/opt/webserver/Barracuda	0x5ce68	0100a0e3	ea9afe1b	blne json_delete
P15-leakfix-cave-64e6c	/opt/webserver/Barracuda	0x5ce6c	030052e1	34001be5	ldr  r0, [fp, #-52]
P15-leakfix-cave-64e70	/opt/webserver/Barracuda	0x5ce70	1eff2f01	000050e3	cmp  r0, #0
P15-leakfix-cave-64e74	/opt/webserver/Barracuda	0x5ce74	14309fe5	b59cfe1b	blne free
P15-leakfix-cave-64e78	/opt/webserver/Barracuda	0x5ce78	030052e1	0000a0e3	mov  r0, #0
P15-leakfix-cave-64e7c	/opt/webserver/Barracuda	0x5ce7c	0300a003	81dffeea	b    0x1cc88
P15-leakfix-cave-64e10	/opt/webserver/Barracuda	0x5ce10	043090e5	0040a0e1	mov  r4, r0
P15-leakfix-cave-64e14	/opt/webserver/Barracuda	0x5ce14	00c0a0e3	aa9bfeeb	bl   strlen
P15-leakfix-cave-64e18	/opt/webserver/Barracuda	0x5ce18	0c0053e1	01402de9	push {r0, lr}
P15-leakfix-cave-64e1c	/opt/webserver/Barracuda	0x5ce1c	0900000a	0400a0e1	mov  r0, r4
P15-leakfix-cave-64e20	/opt/webserver/Barracuda	0x5ce20	002093e5	9e9bfeeb	bl   json_free
P15-leakfix-cave-64e24	/opt/webserver/Barracuda	0x5ce24	003090e5	0140bde8	pop  {r0, lr}
P15-leakfix-cave-64e28	/opt/webserver/Barracuda	0x5ce28	0c10a0e1	77dffeea	b    0x1cc0c
P15-leakfix-cave-64e2c	/opt/webserver/Barracuda	0x5ce2c	030052e1	a99cfeeb	bl   json_write
P15-leakfix-cave-64e30	/opt/webserver/Barracuda	0x5ce30	04c08005	04008de5	str  r0, [sp, #4]
P15-leakfix-cave-64e34	/opt/webserver/Barracuda	0x5ce34	0cc0a001	7ddffeea	b    0x1cc30
P15-leakfix-cave-64e38	/opt/webserver/Barracuda	0x5ce38	0200000a	01402de9	push {r0, lr}
P15-leakfix-cave-64e3c	/opt/webserver/Barracuda	0x5ce3c	010052e1	0c009de5	ldr  r0, [sp, #12]
P15-leakfix-cave-64e40	/opt/webserver/Barracuda	0x5ce40	042080e5	969bfeeb	bl   json_free
P15-leakfix-cave-64e44	/opt/webserver/Barracuda	0x5ce44	10c04212	0140bde8	pop  {r0, lr}
P15-leakfix-cave-64e48	/opt/webserver/Barracuda	0x5ce48	0c00a0e1	34204be2	sub  r2, fp, #52
P15-leakfix-cave-64e4c	/opt/webserver/Barracuda	0x5ce4c	1eff2fe1	7ddffeea	b    0x1cc48
P15-leakfix-cave-65850	/opt/webserver/Barracuda	0x5d850	f0402de9	04402de9	push {r2, lr}
P15-leakfix-cave-65854	/opt/webserver/Barracuda	0x5d854	60709fe5	64031be5	ldr  r0, [fp, #-868]
P15-leakfix-cave-65858	/opt/webserver/Barracuda	0x5d858	9cd04de2	000050e3	cmp  r0, #0
P15-leakfix-cave-6585c	/opt/webserver/Barracuda	0x5d85c	0040d7e5	0f99fe1b	blne json_free
P15-leakfix-cave-65860	/opt/webserver/Barracuda	0x5d860	58509fe5	0440bde8	pop  {r2, lr}
P15-leakfix-cave-65864	/opt/webserver/Barracuda	0x5d864	001054e2	003092e5	ldr  r3, [r2]
P15-leakfix-cave-65868	/opt/webserver/Barracuda	0x5d868	0d60a0e1	380fffea	b    0x29550
P15-leakfix-cave-6586c	/opt/webserver/Barracuda	0x5d86c	9820a0e3	01402de9	push {r0, lr}
P15-leakfix-cave-65870	/opt/webserver/Barracuda	0x5d870	0d00a0e1	60061be5	ldr  r0, [fp, #-1632]
P15-leakfix-cave-65874	/opt/webserver/Barracuda	0x5d874	0d00001a	000050e3	cmp  r0, #0
P15-leakfix-cave-65878	/opt/webserver/Barracuda	0x5d878	fa97feeb	349afe1b	blne free
P15-leakfix-cave-6587c	/opt/webserver/Barracuda	0x5d87c	0d20a0e1	0140bde8	pop  {r0, lr}
P15-leakfix-cave-65880	/opt/webserver/Barracuda	0x5d880	0500a0e1	2c004be2	sub  r0, fp, #44
P15-leakfix-cave-65884	/opt/webserver/Barracuda	0x5d884	0410a0e1	3d11ffea	b    0x29d80
P15-leakfix-cave-65888	/opt/webserver/Barracuda	0x5d888	c3ffffeb	02402de9	push {r1, lr}
P15-leakfix-cave-6588c	/opt/webserver/Barracuda	0x5d88c	30c09fe5	34001be5	ldr  r0, [fp, #-52]
P15-leakfix-cave-65890	/opt/webserver/Barracuda	0x5d890	0430a0e1	000050e3	cmp  r0, #0
P15-leakfix-cave-65894	/opt/webserver/Barracuda	0x5d894	0520a0e1	2d9afe1b	blne free
P15-leakfix-cave-65898	/opt/webserver/Barracuda	0x5d898	28009fe5	0000a0e3	mov  r0, #0
P15-leakfix-cave-6589c	/opt/webserver/Barracuda	0x5d89c	28109fe5	34000be5	str  r0, [fp, #-52]
P15-leakfix-cave-658a0	/opt/webserver/Barracuda	0x5d8a0	1cc085e5	0240bde8	pop  {r1, lr}
P15-leakfix-cave-658a4	/opt/webserver/Barracuda	0x5d8a4	a4ffffeb	0a00a0e1	mov  r0, sl
P15-leakfix-cave-658a8	/opt/webserver/Barracuda	0x5d8a8	0130a0e3	4611ffea	b    0x29dc8
P15-leakfix-cave-658ac	/opt/webserver/Barracuda	0x5d8ac	0030c7e5	07402de9	push {r0, r1, r2, lr}
P15-leakfix-cave-658b0	/opt/webserver/Barracuda	0x5d8b0	10009fe5	6099feeb	bl   strcpy
P15-leakfix-cave-658b4	/opt/webserver/Barracuda	0x5d8b4	9cd08de2	04009de5	ldr  r0, [sp, #4]
P15-leakfix-cave-658b8	/opt/webserver/Barracuda	0x5d8b8	f080bde8	f898feeb	bl   json_free
P15-leakfix-cave-658bc	/opt/webserver/Barracuda	0x5d8bc	a8d65500	00009de5	ldr  r0, [sp]
P15-leakfix-cave-658c0	/opt/webserver/Barracuda	0x5d8c0	ccd65500	0e40bde8	pop  {r1, r2, r3, lr}
P15-leakfix-cave-658c4	/opt/webserver/Barracuda	0x5d8c4	cc655400	1eff2fe1	bx   lr
P15-leakfix-cave-693dc	/opt/webserver/Barracuda	0x613dc	ac329fe5	07402de9	push {r0, r1, r2, lr}
P15-leakfix-cave-693e0	/opt/webserver/Barracuda	0x613e0	030050e1	6b89feeb	bl   strncmp
P15-leakfix-cave-693e4	/opt/webserver/Barracuda	0x613e4	a8029f05	04008de5	str  r0, [sp, #4]
P15-leakfix-cave-693e8	/opt/webserver/Barracuda	0x613e8	1eff2f01	00009de5	ldr  r0, [sp]
P15-leakfix-cave-693ec	/opt/webserver/Barracuda	0x613ec	430000ca	2b8afeeb	bl   json_free
P15-leakfix-cave-693f0	/opt/webserver/Barracuda	0x613f0	cf0050e3	04009de5	ldr  r0, [sp, #4]
P15-leakfix-cave-693f4	/opt/webserver/Barracuda	0x613f4	9c029f05	0e40bde8	pop  {r1, r2, r3, lr}
P15-leakfix-cave-693f8	/opt/webserver/Barracuda	0x613f8	1eff2f01	1eff2fe1	bx   lr
P15-leakfix-cave-693fc	/opt/webserver/Barracuda	0x613fc	1b0000ca	07402de9	push {r0, r1, r2, lr}
P15-leakfix-cave-69400	/opt/webserver/Barracuda	0x61400	ca0050e3	0e8afeeb	bl   strcmp
P15-leakfix-cave-69404	/opt/webserver/Barracuda	0x61404	90029f05	04008de5	str  r0, [sp, #4]
P15-leakfix-cave-69408	/opt/webserver/Barracuda	0x61408	1eff2f01	00009de5	ldr  r0, [sp]
P15-leakfix-cave-6940c	/opt/webserver/Barracuda	0x6140c	0c0000ca	238afeeb	bl   json_free
P15-leakfix-cave-69410	/opt/webserver/Barracuda	0x61410	650050e3	04009de5	ldr  r0, [sp, #4]
P15-leakfix-cave-69414	/opt/webserver/Barracuda	0x61414	84029f05	0e40bde8	pop  {r1, r2, r3, lr}
P15-leakfix-cave-69418	/opt/webserver/Barracuda	0x61418	1eff2f01	1eff2fe1	bx   lr
P15-leakfix-cave-6941c	/opt/webserver/Barracuda	0x6141c	020000ca	0e402de9	push {r1, r2, r3, lr}
P15-leakfix-cave-69420	/opt/webserver/Barracuda	0x61420	640050e3	940800eb	bl   HttpResponse_printf
P15-leakfix-cave-69424	/opt/webserver/Barracuda	0x61424	8100001a	04009de5	ldr  r0, [sp, #4]
P15-leakfix-cave-69428	/opt/webserver/Barracuda	0x61428	820000ea	000050e3	cmp  r0, #0
P15-leakfix-cave-6942c	/opt/webserver/Barracuda	0x6142c	c80050e3	1b8afe1b	blne json_free
P15-leakfix-cave-69430	/opt/webserver/Barracuda	0x61430	6c029f05	08009de5	ldr  r0, [sp, #8]
P15-leakfix-cave-69434	/opt/webserver/Barracuda	0x61434	1eff2f01	000050e3	cmp  r0, #0
P15-leakfix-cave-69438	/opt/webserver/Barracuda	0x61438	c90050e3	188afe1b	blne json_free
P15-leakfix-cave-6943c	/opt/webserver/Barracuda	0x6143c	7b00001a	0e40bde8	pop  {r1, r2, r3, lr}
P15-leakfix-cave-69440	/opt/webserver/Barracuda	0x61440	7e0000ea	1eff2fe1	bx   lr
P15-leakfix-cave-69444	/opt/webserver/Barracuda	0x61444	cc0050e3	83402de9	push {r0, r1, r7, lr}
P15-leakfix-cave-69448	/opt/webserver/Barracuda	0x61448	58029f05	c28afeeb	bl   json_parse_unformatted
P15-leakfix-cave-6944c	/opt/webserver/Barracuda	0x6144c	1eff2f01	04008de5	str  r0, [sp, #4]
P15-leakfix-cave-69450	/opt/webserver/Barracuda	0x61450	54029fb5	08009de5	ldr  r0, [sp, #8]
P15-leakfix-cave-69454	/opt/webserver/Barracuda	0x61454	1eff2fb1	000050e3	cmp  r0, #0
P15-leakfix-cave-69458	/opt/webserver/Barracuda	0x61458	cd0050e3	428bfe1b	blne operator delete[]
P15-leakfix-cave-6945c	/opt/webserver/Barracuda	0x6145c	4c029f05	00009de5	ldr  r0, [sp]
P15-leakfix-cave-69460	/opt/webserver/Barracuda	0x61460	1eff2f01	000050e3	cmp  r0, #0
P15-leakfix-cave-69464	/opt/webserver/Barracuda	0x61464	ce0050e3	0d8afe1b	blne json_free
P15-leakfix-cave-69468	/opt/webserver/Barracuda	0x61468	7000001a	04009de5	ldr  r0, [sp, #4]
P15-leakfix-cave-6946c	/opt/webserver/Barracuda	0x6146c	750000ea	0e40bde8	pop  {r1, r2, r3, lr}
P15-leakfix-cave-69470	/opt/webserver/Barracuda	0x61470	130e50e3	1eff2fe1	bx   lr
P15-leakfix-cave-69474	/opt/webserver/Barracuda	0x61474	38029f05	0e402de9	push {r1, r2, r3, lr}
P15-leakfix-cave-69478	/opt/webserver/Barracuda	0x61478	1eff2f01	da8afeeb	bl   json_new_a
P15-leakfix-cave-6947c	/opt/webserver/Barracuda	0x6147c	0f0000ca	04008de5	str  r0, [sp, #4]
P15-leakfix-cave-69480	/opt/webserver/Barracuda	0x61480	30329fe5	00009de5	ldr  r0, [sp]
P15-leakfix-cave-69484	/opt/webserver/Barracuda	0x61484	030050e1	000050e3	cmp  r0, #0
P15-leakfix-cave-69488	/opt/webserver/Barracuda	0x61488	2c029f05	048afe1b	blne json_free
P15-leakfix-cave-6948c	/opt/webserver/Barracuda	0x6148c	1eff2f01	04009de5	ldr  r0, [sp, #4]
P15-leakfix-cave-69490	/opt/webserver/Barracuda	0x61490	020000ca	0e40bde8	pop  {r1, r2, r3, lr}
P15-leakfix-cave-69494	/opt/webserver/Barracuda	0x61494	4b0f50e3	1eff2fe1	bx   lr
P15-leakfix-cave-69498	/opt/webserver/Barracuda	0x61498	6400001a	0800a0e1	mov  r0, r8
